artist	title
The Notorious B.I.G.	Big Poppa
Brad Paisley	Then
Nick Drake	Things Behind The Sun
Rick Astley	Never Gonna Give You Up
Royksopp	Royksopp Forever
A Tribe Called Quest featuring Faith Evans	Stressed Out
Junior Boys	In the Morning
Sigur Ros	Flugufrelsarinn
Madcon	Beggin'
T.I.	Stand Up Guy (Amended Album Version)
Carla Bruni	Le Plus Beau Du Quartier
Carla Bruni	Raphael
DESTRUCTION	I.nner Indulgence
John Mayer	Friends_ Lovers Or Nothing
Barry White	Just The Way You Are
O.G.C.	Gunn Clapp
Carrie Underwood	I Told You So
John Mayer	I'm Gonna Find Another You
Seru Giran	La Grasa De Las Capitales
En Vogue	Don't Let Go (Love)
Dio	Rainbow In The Dark
Binary Star	Evolution Of Man
Gorillaz	November Has Come
Gorillaz	Every Planet We Reach Is Dead
Scars On Broadway	Enemy
Bob Newhart	Introducing Tobacco To Civilization (LP Version)
Goodie MoB feat. OutKast	Black Ice (Sky High)
Flobots	Mayday!!!
Jamie Foxx featuring T-Pain	Blame It
Ludacris	Rollout (My Business)
Bersuit Vergarabat	Perro Amor Explota
Jill Scott	All I
Jamie Cullum	Don't Stop The Music
Marques Houston	Naked
Mariah Carey	Love Story
Sade	Soldier Of Love
Diamanda Galas	Cris D'Aveugle
The Pharcyde	Runnin'
The Spades	Gotta Get Some
Scooter	Hyper Hyper
Eminem	I'm Back
Aventura	Ella y yo (featuring Don Omar)
Spencer Brewer	Tomorrow's Child
Various Artists - Delicious Vinyl	Passin' Me By
Eminem	Marshall Mathers
The Killers	Spaceman
Motion City Soundtrack	Fell in Love Without You (Cd)
Kate Havnevik	Kaleidoscope
OutKast	The Way You Move
Hot Chip	Over And Over (Maurice Fulton Dub)
Zero 7	Destiny
Snow Patrol	The Golden Floor
Snow Patrol	PPP
Floetry	Getting Late
Thee Silver Mountain Reveries	Microphones in the Trees
Travis Tritt	It's A Great Day To Be Alive (2006 Remastered LP Version)
Ashanti	Foolish
Lupe Fiasco featuring Matt Santos	Superstar (featuring Matthew Santos) (Album Version)
P. Diddy	I Need A Girl (Part One) (Featuring Usher & Loon) (Amended Version)
Juanes	Gotas De Agua Dulce
Mario Winans	I Don't Wanna Know (Featuring Enya And P. Diddy) (Amended Version)
Pretty Ricky	Playhouse (Explicit Version)
Citizen Cope featuring Carlos Santana	Son's Gonna Rise
Devendra Banhart	I Feel Just Like a Child
The Turtles	Elenore
James Taylor	Shower the People
Glen Hansard & Marketa Irglova	Sleeping? (Album version)
José González	Lovestain
Queens Of The Stone Age	River In The Road
José González	Hints
Carnal Forge	Sacred Flame
Eiffel 65	Blue (Da Ba Dee)
Dum Dum Girls	Blank Girl
Armin van Buuren	In and Out of Love
Sugar Ray feat. Super Cat	Fly (Remastered LP Version)
Tal Bachman	She's So High
Marina And The Diamonds	I Am Not a Robot
Marina And The Diamonds	Mowgli's Road (Single)
Weezer	Buddy Holly
Weezer	Island In The Sun
U2	Window In The Skies
Soda Stereo	Hombre Al Agua
Cat Stevens	Moonshadow
Weezer	Troublemaker
Akon	The Rain
U2	Fast Cars
Weezer	Photograph
Opeth	In My Time Of Need
Héroes del Silencio	Deshacer El Mundo
Vanessa Carlton	White Houses
Further Seems Forever	Bye_ Bye_ Bye
U2	I Still Haven't Found What I'm Looking For
Iyaz	Replay (Album Version)
Margaret Becker	Steps Of Faith
Liquid Tension Experiment	State Of Grace
Catupecu Machu	Magia Veneno
Soda Stereo	En La Ciudad De La Furia
Yölintu	Yön hetket
Aerosmith	Sweet Emotion
Creedence Clearwater Revival	Lodi
Weezer	The World Has Turned And Left Me Here
Carlos Baute	Devorandote
Cage The Elephant	Free Love
Wilco	I Am Trying to Break Your Heart
The Temper Trap	Soldier On
Swizz Beatz	It's Me B*#@hes
Josh Turner	Lord Have Mercy On A Country Boy
Ray LaMontagne	Lesson Learned
Wilco	I'm the man who loves you
Metric	Satellite Mind
Josh Groban	Vincent (Starry_ Starry Night) (Album Version)
The Temper Trap	Down River
Darius Rucker	Don't Think I Don't Think About It
Spearmint	this is a souvenir
Ray LaMontagne	Can I Stay
Mariah Carey / Jadakiss / Styles P	We Belong Together
Fort Minor (Featuring Kenna_ Jonah Matranga And Styles Of Beyond)	Red To Black (Album Version)
Jack Johnson	Posters
Spice Girls	Stop
Anis	Swing Javanaise
Alice In Chains	Angry Chair
Vampire Weekend	Bryn (Album)
Sting	Fortress Around Your Heart
The Tough Alliance	Leg 8
Nick Drake	Hazey Jane I
Billy Idol	Yellin' At The Xmas Tree
Vampire Weekend	Cousins
Scissor Sisters	Get It Get It
Alice In Chains	I Stay Away
Melodium	Flacana 16
Alice In Chains	No Excuses
Traveling Wilburys	Heading For The Light
Scissor Sisters	Everybody Wants the Same Thing
Vampire Weekend	Walcott (Album)
Yann Tiersen	The Deutsch Mark Is Coming
Phoenix	Armistice
Charlotte Gainsbourg	Heaven Can Wait (Radio Version)
Extremoduro	Sucede
Dario Marianelli	The Half Killed
Derek & The Dominos / Eric Clapton	Layla
Sandy Nelson	Let There Be Drums
Rainbow	Man On The Silver Mountain
Caribou	Bowls
Cartola	Alvorada
Godsmack	Straight Out Of Line
Sting	When We Dance
Modest Mouse	The World At Large
Lordi	Who's Your Daddy
Paulina Rubio	Un Dia Gris
Eddie Santiago	Hasta Aqui Te Fui Fiel
Aqua	Turn Back Time
The Notorious B.I.G.	Spit Your Game [feat. Twista and Bone Thugs N Harmony] (Explicit Album Version)
Looptroop	Long Arm Of The Law
Green Day	21 Guns [feat. Green Day & The Cast Of American Idiot] (Album Version)
Dynamite Deluxe	Wie Jetzt
Shakira	Tú
Southside Spinners	Luvstruck
Jason Aldean	Who's Kissing You Tonight
Justin Timberlake	Like I Love You
Dixie Chicks	Not Ready To Make Nice
NOFX	It's My Job To Keep Punk Rock Elite
Groundation	Dub Rise
The Four Seasons	Big Girls Don't Cry
The Notorious B.I.G.	The What
Apocalyptica	Refuse / Resist
Blind Pilot	The Bitter End
NOFX	Eat The Meek
Juvenile / Mannie Fresh / Lil Wayne	Back That Azz Up
Smokey Robinson & The Miracles	I Second That Emotion
Lil Scrappy	Lord Have Mercy (Amended Version)
Garbage	Milk
Mos Def	Modern Marvel
M2M	Mirror Mirror (LP Version)
Beats Antique	Erase
Animal Collective	Taste
Pixies	Velouria
The Strokes	Soma
Brand New	Jude Law and a Semester Abroad
The Black Keys	Grown So Ugly
Modest Mouse	Blame It On The Tetons
Royksopp	Vision One
Brand New	Sic Transit Gloria ... Glory Fades
Creed	One Last Breath
The Strokes	Is This It
Brand New	You Won't Know
The Kooks	She Moves In Her Own Way
Band Of Horses	Our Swords (Soundtrack Version)
Phoenix	Rome
Modest Mouse	Satin In A Coffin
Peter_ Bjorn and John Featuring Victoria Bergsman	Young Folks
All Time Low	Jasey Rae
Mos Def	Supermagic
Fito Paez	Yo te amé en Nicaragua
Live	I Walk The Line
Garbage	Supervixen
The All-American Rejects	Drive Away
Secret Machines	I Hate Pretending (Album Version)
Neutral Milk Hotel	Ghost
Olle Adolphson	En Glad Calypso Om Våren (Live '62)
Stephane Pompougnac	Last Night
Britney Spears	Everytime
Neutral Milk Hotel	Oh Comely
Coheed and Cambria	The Light & The Glass
Massive Attack	Karmacoma
The All-American Rejects	Your Star
Cartola	As Rosas Não Falam
N.E.R.D.	Rock Star
Metallica	The Thing That Should Not Be
Kanye West	Say You Will
Cartola	Preciso Me Encontrar
Mariah Carey	Standing O
Cartola	Minha
Amy Winehouse	He Can Only Hold Her
Manowar	Metal Warriors (LP Version)
Van Halen	Runaround (Live Version)
Cartola	Aconteceu
Something Corporate	Fall
Enrique Iglesias	No Llores Por Mi
Camila	Abrazame
Enrique Iglesias	Escape
Bebe	Me Fui
Massive Attack	Exchange
Juanes	Tu Guardian
Sin Bandera	Tocame
Avantasia	The Tower
Enrique Iglesias	Bailamos
Portishead	Only You
Aventura	Dile al amor
Shakira	Si Te Vas
Juanes	No Siento Penas
Marvin Sapp	Lord Send Your Annointing (LP Version)
John Legend	P.D.A. (We Just Don't Care)
Enrique Iglesias	Addicted
Easy Star All-Stars	Money (featuring Gary "Nesta" Pine & Dollarman)
Anberlin	The Unwinding Cable Car
Garbage	Stupid Girl
The Wallflowers	One Headlight
Deadmau5	Some Kind Of Blue
Eminem	Rock Bottom
Blind Melon	No Rain
Deftones	Elite (LP Version)
Iyaz	Replay
Cupid	Cupid Shuffle [The Scumfrog Club Mix]
Young Money	EveryGirl In The World
Young Money / Gucci Mane	Steady Mobbin
Cosmo Vitelli	Robot Soul (Radio Edit)
Prince & The Revolution	Purple Rain
Plan B	Writing's On The Wall
Buffalo Springfield	For What It's Worth
Plan B	Love Goes Down
AFI	This Celluloid Dream
3OH!3	DONTTRUSTME [BENNYBLANCOREMIX] FEATURINGKIDCUDI (Explicit Bonus Version)
Gigi D'agostino	La Passion
Two Door Cinema Club	Undercover Martyn
Prince & The New Power Generation	Cream ( LP Version W/O Rap Monologue )
Guru Josh Project	Infinity 2008
N.E.R.D.	She Wants To Move (Explicit)
Neneh Cherry	Manchild
Two Door Cinema Club	I Can Talk
Fall Out Boy	The Carpal Tunnel Of Love
Crosby_ Stills_ Nash and Young	Helpless
SOJA	You Dont Know Me
Talking Heads	Road To Nowhere (Remastered LP Version )
Los Pericos	Pupilas Lejanas
Prince & The New Power Generation	Diamonds And Pearls [Edit]
Los Pericos	Sin Cadenas
Immortal Technique	Mistakes
Glen Hansard & Marketa Irglova	Alone Apart (Album version)
Angus & Julia Stone	Just A Boy
Binary Star	Reality Check
Beyoncé	Irreplaceable
Escape The Fate	The Flood
Lily Allen	Him
London After Midnight	Demon
Staind	Devil (Album Version)
The Pussycat Dolls	I Don't Need A Man
Lily Allen	The Fear
Beach House	Zebra
Stavento	Outro
Wild Nothing	Bored Games
Natiruts	Discipulo De Mestre Bimba
Ice Cube	It Was A Good Day
Beach House	Used To Be
The Casualties	Fight For Your Life
Rihanna	Mad House
Passion Pit	Sleepyhead
Soltero	Songs Of The Season
Hot Chip	Ready For The Floor (Album Version)
Lauryn Hill	Tell Him
The Notorious B.I.G.	Everyday Struggle (Album Version)
Jim Jones	We Fly High
The Diplomats / Cam'Ron / Jimmy Jones	I Really Mean It
Widespread Panic	Fishwater
Beach House	Norway
Damian Marley / Bunny Wailer	Confrontation
Parkway Drive	Carrion
Beach House	Real Love
Amos Lee	All My Friends
Maroon 5	Not Falling Apart
LCD Soundsystem	You Wanted A Hit
Rufus Wainwright	Hallelujah
Jay-Z	Moment Of Clarity
Nevermore	A Future Uncertain
Old Crow Medicine Show	Wagon Wheel
Stevie Wonder	Overjoyed
Red Hot Chili Peppers	Hey (Album Version)
Estopa	Luna Lunera
Andrés Cepeda	Sé Morir
Red Hot Chili Peppers	Hard To Concentrate (Album Version)
The Kooks	Mrs Thompson
Camila	Todo Cambio
Amos Lee	Black River
Amy Winehouse	Back To Black
James Morrison	You Make It Real
John Mayer	Slow Dancing In A Burning Room
David Bisbal	Dígale
Boyz II Men	I'll Make Love To You
Damian Marley / Bobby Brown	Beautiful
Murs	The Pain
DJ Khaled	All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross)
Andrew Bird	Plasticities
Aesop Rock	Coffee (Clean)
Fireflight	Go Ahead
Beirut	Guyamas Sonora
Man Man	The Fog or China
Bo Diddley	I'm A Man
Metric	Gimme Sympathy
Binary Star	Solar Powered
Edward Sharpe & The Magnetic Zeros	Black Water
Bloc Party	Flux
Lupe Fiasco	Streets On Fire (Explicit Album Version)
the bird and the bee	Lifespan Of A Fly
Cold	She Said
Metallica	Of Wolf And Man
Man Man	I_ Manface
the bird and the bee	Baby
Jennifer Hudson	If This Isn't Love
Blind Melon	Drive
Matt Costa	Miss Magnolia
Iron And Wine	Innocent Bones (Album)
The Tallest Man On Earth	Troubles Will Be Gone
Iron And Wine	Pagan Angel and a Borrowed Car (Album)
Dispatch	Bang Bang
Soltero	Acadian Coast
the bird and the bee	Again & Again
The Copyrights	Pulse Check
Son House	Death Letter Blues (Live)
José González	Slow Moves
the bird and the bee	Diamond Dave
Soltero	From The Station
Regina Spektor	Hotel Song (Album Version)
the bird and the bee	My Love
Iron And Wine	Naked As We Can
Man Man	Van Helsing Boombox
Iron & Wine	Each Coming Night
John Michael Montgomery	Sold (The Grundy County Auction Incident)  (Remastered Version)
Iron And Wine	Peace Beneath the City (Album)
the bird and the bee	Ray Gun
Pandit Hariprasad Chaurasia	Raga Haripriya
the bird and the bee	Love Letter To Japan
The Smiths	Still Ill
Animal Collective	In The Flowers
Big Tymers / TQ / Barewolf	Gimme Some
The Lonely Island	Who Said We're Wack?
Frightened Rabbit	Not Miserable
Frightened Rabbit	The Loneliness And The Scream
Kate Nash	Foundations
Philmont	My Hippocratic Oath
Nirvana	On A Plain
Intocable/Ricardo Arjona	Mojado
MSTRKRFT / John Legend	Heartbreaker
Justice	We Are Your Friends (Reprise) (Album Version)
Interpol	Take You On A Cruise
Frightened Rabbit	The Twist
Tears For Fears / Oleta Adams	Woman In Chains
Frightened Rabbit	Poke
Frightened Rabbit	Living In Colour
Jaco Pastorius	Domingo (Live Verison)
Tears For Fears	Pale Shelter
blessthefall	Guys Like You Make Us Look Bad (Album Version)
Frightened Rabbit	The Wrestle
Frightened Rabbit	Things
Dido	See The Sun
Dido	I'm No Angel
Dido	My Lover's Gone
Amon Amarth	No Fear For The Setting Sun
Dido	Honestly Ok
Frightened Rabbit	Swim Until You Cant See Land
Dido	Hunter
Iration	Falling
Iration	Changed My Mind
Days Of The New	Where I Stand
Cabaret Voltaire	Sex In Secret
Godsmack	Situation
Jack Johnson	Breakdown
Binary Star	Slang Blade
Zero 7	In The Waiting Line
The Grass Roots	Temptation Eyes
Cage The Elephant	In One Ear
Ozzy Osbourne	Devil's Daughter (Holy War)
Metric	Stadium Love
Kanye West	Through The Wire
Supermode	Tell Me Why
OneRepublic	Marchin On
Tiësto	Surrounded By Light
Creedence Clearwater Revival	Long As I Can See The Light
Fleet Foxes	Heard Them Stirring
Metric	Front Row
Fleet Foxes	Meadowlarks
Elliott Smith	Waltz #2 (XO)
A Perfect Circle	Blue
Fleet Foxes	White Winter Hymnal
Creedence Clearwater Revival	I Heard It Through The Grapevine
Fleet Foxes	Quiet Houses
Creedence Clearwater Revival	Proud Mary
Queens Of The Stone Age	God Is On The Radio
Fleet Foxes	Oliver James
Fleet Foxes	He Doesn't Know Why
Soundgarden	Outshined
Cliff Richard & The Shadows	Nine Times Out Of Ten (1998 Digital Remaster)
Enrique Iglesias	Be With You
Barry McGuire	Clouds
Nightwish	Angels Fall First
Eric Benet	Love Of My Own (Album Version)
High On Fire	Fire Flood And Plague
Rosana	Si tu no estas
Audioslave	Your Time Has Come
System of a Down	Vicinity Of Obscenity
Ke$ha	Party At A Rich Dude's House
Bruce Springsteen	I'm On Fire
Usher	Confessions
Valerio Scanu	Ricordati Di Noi
Beyonce	Daddy
Gods Property	The Storm Is Over Now
A Tribe Called Quest	Bonita Applebum
Saybia	The Day After Tomorrow
Lykke Li	Tonight
Lykke Li	Time Flies
Lykke Li	Hanging High
Kleerup featuring Lykke Li	Until We Bleed (Feat. Lykke Li)
The Bonzo Dog Band	Alley Oop (Girls Version) (2007 Digital Remaster)
Spandau Ballet	True
Prince	I Wanna Be Your Lover (LP Version)
Nevermore	Matricide
Lykke Li	Window Blues
Lykke Li	Let It Fall
Lykke Li	I'm Good_ I'm Gone
Flyleaf	Cassie
Common	GO!
Eels	Efils' God
Nirvana	Drain You
DecembeRadio	Find You Waiting
Flyleaf	I'm So Sick
Owl City	Umbrella Beach
Flyleaf	Fully Alive
Owl City	Dear Vienna
K'naan / Adam Levine	Bang Bang
Paramore	My Heart (Album Version)
Bowerbirds	Hooves
Björk	There Is More to Life Than This
Rob Zombie	Dragula
Christina Milian	I'm Sorry
Euge Groove	Tenderly
Basshunter	Boten Anna [Radio edit]
Hollywood Undead	This Love_ This Hate
Hollywood Undead	California
Bullet For My Valentine	Bittersweet Memories
Escape The Fate	Situations
Louis Smith	Val's Blues (Digitally Remastered)
Marion Meadows	Between The Sheets
Arctic Monkeys	A Certain Romance
The Libertines	Can't Stand Me Now
Scouting for Girls	She's So Lovely
Arctic Monkeys	Mardy Bum
The Libertines	What Became Of The Likely Lads
Scouting for Girls	It's Not About You
Arctic Monkeys	Riot Van
The Cure	Boys Don't Cry
Boston	Hitch A Ride
Boston	Amanda
John Mellencamp	Jack & Diane
The Libertines	The Ha Ha Wall
Boston	Don't Look Back
Ryan Adams	La Cienega Just Smiled
Boston	Peace Of Mind
Jim Brickman	You
Whitechapel	Eternal Refuge
The All-American Rejects	Why Worry
The Marcels	Blue Moon
Interpol	No I In Threesome
Boston	More Than A Feeling
Tom Petty And The Heartbreakers	Don't Come Around Here No More
Cassie	Miss Your Touch (Album Version)
Los Alegres De Teran	Llore Por Tu Amor
Keyshia Cole	Work It Out
Devin Townsend	Life is all dynamics
Boston	Foreplay/Long Time
Zombie Nation	Kernkraft 400
matchbox twenty	Bent (LP Version)
matchbox twenty	If You're Gone (Remastered Version)
Feist	Gatekeeper
Delirious?	Majesty
Taking Back Sunday	Number Five With A Bullet (Album Version)
Sting	Brand New Day
Madonna	Ray Of Light (Album Version)
Fall Out Boy	Grand Theft Autumn/Where Is Your Boy (Album Version)
Flyleaf	Missing
Harvey Danger	Flagpole Sitta
Flyleaf	Sorrow
Taylor Swift	A Perfectly Good Heart
Fall Out Boy	Hum Hallelujah
AFI	Girl's Not Grey
We The Kings	Skyway Avenue
Flyleaf	Beautiful Bride
A Day To Remember	Homesick
Hollywood Undead	Pain
A Day To Remember	Mr. Highway's Thinking About The End
As I Lay Dying	Confined
Enigma	Second Chapter
Owl City	The Tip Of The Iceberg
Slipknot	My Plague (Album Version)
A Day To Remember	My Life For Hire
Anna Ternheim	Somebody's Outside
Brandon Heath	Give Me Your Eyes
Thousand Foot Krutch	Welcome To The Masquerade
Owl City	Tidal Wave
D'Angelo	Lady
Sonic Youth	Youth Against Fascism
Silverstein	Already Dead (Album Version)
TobyMac Featuring Israel Houghton	Break Open The Sky (Feat. Israel Houghton)
Sidewalk Prophets	You Can Have Me (Album)
A Day To Remember	NJ Legion Iced Tea
Roots Manuva	No Love
KMC Feat. Dhany	I Feel So Fine
The Animals	Don't Let Me Be Misunderstood
Thomas Newman	Angela Undress
Buena Vista Social Club	Amor de Loca Juventud
Nicholas Hooper	School! ("Harry Potter & The Half-Blood Prince")
The Notorious B.I.G.	Things Done Changed (Amended Version)
The Notorious B.I.G.	Suicidal Thoughts (Album Version)
El-P	Blood
The Buggles	Video Killed The Radio Star
Rachid Taha	Kelma
Jack Johnson	Situations
Foo Fighters	Times Like These
Jack Johnson	Crying Shame
Amy Winehouse	Just Friends
Corinne Bailey Rae	Trouble Sleeping
Corinne Bailey Rae	Call Me When You Get This
Kid Cudi	Day 'N' Nite
Jack Johnson	Staple It Together
Corinne Bailey Rae	Choux Pastry Heart
Jill Scott	Wanna Be Loved
John Mayer	Bold As Love
Television	See No Evil  (Remastered LP Version)
Ray LaMontagne	Forever My Friend
Train	Meet Virginia
Theory of A Dead Man	Invisible Man
Joshua Radin	Everything'll Be Alright (Will's Lullaby)
3OH!3	HOLLERTILYOUPASSOUT (Explicit Album Version)
Three Days Grace	Now Or Never
Faith Hill And Tim McGraw	I Need You (Album Version)
Theory Of A Deadman	Better Off (Album Version)
Cameo	Word Up!
Taylor Swift	I'm Only Me When I'm With You
Kelly Clarkson	Cry
Fabolous	Can't Let You Go featuring Mike Shorey & Lil' Mo  (Main LP Version)
Taylor Swift	Tied Together With A Smile
Sonny Boy Williamson	Don't Start Me Talkin'
Calvin Harris	You Used To Hold Me
Riverside	Stuck Between
Hate Eternal	Spiritual Holocaust
Andrew Bird	Tenuousness
Matt Costa	Mr. Pitiful
Gogol Bordello	Tribal Connection
Velvet Revolver	Fall To Pieces
The All-American Rejects	One More Sad Song
The Game / Eminem	We Ain't
Gorillaz	Sound Check (Gravity)
Michèle Arnaud	Chanson Sur Une Seule Note Samba De Uma Nota So
Ryan Adams	Gonna Make You Love Me
A Fine Frenzy	Ashes And Wine
Radiohead	Let Down
Taylor Swift	The Outside
Skillet	Whispers In The Dark (Radio Edit)
Skillet	Falling Inside The Black (Album Version)
Jack Johnson	People Watching
Phil Collins	Two Hearts
Skillet	One Day Too Late (Album Version)
Naked Eyes	Always Something There To Remind Me
Nightwish	Bye Bye Beautiful
A Fine Frenzy	Electric Twist
AFI	The Leaving Song
Joyce Cooling	It's Time I Go (Jazz)
Mickie Krause	Orange Trägt Nur Die Müllabfuhr (Go West)
Skillet	Comatose (Comes Alive Version)
The All-American Rejects	Happy Endings
Sonic Syndicate	Aftermath
Mayday Parade	Ocean And Atlantic (Album)
Skillet	Lucy (Album Version)
No Doubt	Sunday Morning
King Floyd	Groove Me
Three Days Grace	Burn
Skillet	Comatose (Album Version)
Hurricane Bells	Monsters (Soundtrack Album Version)
Skillet	Believe (Album Version)
Cooly's Hot Box	Make Me Happy
Snow Patrol	In My Arms
Tracy Chapman	You're The One (LP Version)
Taylor Swift	Untouchable
Mayday Parade	You Be The Anchor That Keeps My Feet On The Ground_ I'll Be The Wings That Keep Your Heart In The Clouds (Album)
Dimmu Borgir	Kings Of The Carnival Creation
Skillet	Say Goodbye (Album Version)
Mayday Parade	Walk On Water Or Drown (Album)
You Me At Six	Contagious Chemistry
A Fine Frenzy	You Picked Me
Evanescence	Tourniquet
Kelly Clarkson	You Found Me
Taylor Swift	Crazier
Lily Allen	Never Gonna Happen
Mayday Parade	Take This To Heart (Album)
Three Days Grace	Just Like You
Lil Wayne / Kevin Rudolf	One Way Trip
Kix	Girl Money
Paul Kalkbrenner	Aaron
Restiform Bodies	Interactive Halloween Bear
Snow Patrol	The Finish Line
Snow Patrol	It's Beginning To Get To Me
Band Of Horses	Ode to LRC (Album)
The Be Good Tanyas	In my Time of Dying
Snow Patrol	Shut Your Eyes
Hawk Nelson	Words We Speak
Talking Heads	Once In A Lifetime (Remastered LP Version )
Interpol	Evil
The Corrs	Breathless
Dion & The Belmonts	A Teenager In Love
Cute Is What We Aim For	Marriage To Millions (Album Version)
Temple Of The Dog	Hunger Strike
Ace of Base	Beautiful Life
Aaron Shust	My Savior My God (Album Version)
Traveling Wilburys	Rattled
Caribou (formerly Dan Snaith's Manitoba)	Victor And Carolyn
Traveling Wilburys	Congratulations
Interpol	Rest My Chemistry
Kylie Minogue	This Girl
Traveling Wilburys	Dirty World
Yeasayer	I Remember
Chris Tomlin	Kindness  (The Noise We Make Album Version)
Chris Tomlin	On Our Side
T.I.	Dead And Gone [feat. Justin Timberlake] (Explicit Album Version)
Che Sudaka	Arma dispuesta
Chris Tomlin	Famous One  (Not To Us Album Version (new Code))
Alice In Chains	Rooster
A Skylit Drive	Knights Of The Round
Molotov	Frijolero
Orishas	A Lo Cubano
DMX	What's My Name
Beastie Boys	Intergalactic
Five Finger Death Punch	My Own Hell
Five Finger Death Punch	Stranger than Fiction
Avenged Sevenfold	And All Things Will End
Huggotron	Supertron
blessthefall	Times Like These (Album Version)
Anberlin	Dismantle. Repair.
Jenny Owen Youngs	Porchrail
Pepper	Ho's (LP Version)
Brand New	Limousine
Rob Zombie	Let It All Bleed Out
Pepper	Tradewinds (LP Version)
Pepper	Stone Love (LP Version)
David Crowder*Band	You Are My Joy (Everything Glorious Album Version)
Paramore	Careful (Album Version)
Yellowcard	One Year_ Six Months
Parachute	She Is Love
Modest Mouse	Bankrupt On Selling
Soltero	Michael
Blink-182	Wendy Clear
Taking Back Sunday	...slowdance On The Inside (Album Version)
Explosions In The Sky	What Do You Go Home To?
Brand New	Sowing Season (Yeah)
Relient K	High Of 75 (Album Version)
Explosions In The Sky	It's Natural To Be Afraid
Billy Currington	Good Directions
Lostprophets	Make A Move
Kenny G	Auld Lang Syne (The Millennium Mix)
Billy Talent	Try Honesty
Mayday Parade	Black Cat (Album)
Local Natives	Camera Talk
Brand New	Play Crack the Sky
Rob Zombie	Iron Head
Re-up Gang	Heaven
Relient K	There Was No Thief (Album Version)
Local Natives	Shape Shifter
Hellogoodbye	Baby_ It's Fact
Local Natives	Cubism Dream
A Fine Frenzy	Last Of Days
Thousand Foot Krutch	Step To Me
Thousand Foot Krutch	Falls Apart
The Avett Brothers	Go To Sleep
Anberlin	The Feel Good Drag
Thousand Foot Krutch	The Art Of Breaking
Era	Hymne
Faith No More	Stripsearch
Molotov	Voto Latino
Anberlin	A Day Late
Josh Turner	Long Black Train
Rage Against The Machine	Testify
Andres Calamaro	El Novio Del Olvido
Red Hot Chili Peppers	Breaking The Girl (Album Version)
Luis Miguel	Amarte Es Un Placer
Common	The Light
Joaquin Sabina	Besos Con Sal
Lionel Richie	My Love
Basshunter	Every Morning
Alejandro Sanz	Lola soledad
Gorillaz	Slow Country
Rick James	Super Freak
Ashley Tisdale	Love Me For Me (Album Version)
David Archuleta	Don't Let Go
Brooklyn Bounce	Get Ready To Bounce Recall 08
Lupe Fiasco	The Coolest (Explicit Album Version)
Lupe Fiasco feat. Matthew Santos	Fighters (feat. Matthew Santos) (Amended Album Version)
Arcade Fire	Ocean Of Noise
Creedence Clearwater Revival	I Put A Spell On You
Spoon	Don't You Evah (Album version)
Alanis Morissette	Not The Doctor (LP Version)
Ella Fitzgerald	On Green Dolphin Street (Medley) (1999 Digital Remaster)
Blur	Coffee And TV
The Doors	People Are Strange
Fat Joe	What's Luv? (Featuring Ja-Rule & Ashanti) (Explicit Album Version)
No Doubt / Lady Saw	Underneath It All
Hollywood Undead	No. 5
João Gilberto	Undiu
Slipknot	Duality (Album Version)
Linkin Park	My December
Simply Red	Holding Back The Years
Young Jeezy	J.E.E.Z.Y.
Dr. Dre / Eminem	Forgot About Dre
Metallica	Fade To Black
Metallica	The Unforgiven II
Hollywood Undead	Bottle And A Gun
Hollywood Undead	Young
Linkin Park	Lying From You (Album Version)
Café Tacvba	Esa noche
The Black Keys	All Hands Against His Own
Easton Corbin	A Lot To Learn About Livin'
Soul II Soul	How Long
Lady & Bird	Chelsea Burns (Live In Reykjavik 2008)
The Spill Canvas	The Night Will Go As Follows  (LP Version)
Lupe Fiasco	The Cool (Amended Album Version)
Cut Copy	Saturdays
Young Money	Roger That
Bryan Adams / Sting / Rod Stewart	All For Love
Wes Montgomery	The Shadow Of Your Smile
Bryan Adams	Cuts Like A Knife
Bryan Adams	Please Forgive Me
The Crimea	Lottery Winners On Acid (Album Version)
Miranda Lambert	There's A Wall
Savage Garden	Truly Madly Deeply
Tech N9ne Collabos	Blown Away
Paolo Nutini	Candy
Paolo Nutini	Pencil Full Of Lead (album)
Wu-Tang Clan	Can It Be All So Simple/Intermission
Taking Back Sunday	A Decade Under The Influence (Album Version)
ATB	Rising Moon
The George Shearing Quintet with Nancy Wilson	Ghost Of Yesterday (2001 Digital Remaster)
Modest Mouse	Interstate 8
Gary Allan	Life Ain't Always Beautiful
Modest Mouse	Never Ending Math Equation
Jonathan Coulton	Code Monkey
Guns N' Roses	Nightrain
Madina Lake	One Last Kiss (LP Version)
Andrew Bird	Armchairs
System of a Down	Sad Statue
The Temper Trap	Fader
311	Beyond The Gray Sky
Billy Currington	That's Just Me
Blink-182	Feeling This
Local Natives	Airplanes
Foals	Big Big Love (Fig .2)
John Michael Montgomery	I Can Love You Like That (Remastered Version)
Trivium	Requiem
AFI	Love Like Winter
Two Door Cinema Club	You Are Not Stubborn
Sabrina Malheiros	New Morning
Dixie Chicks	The Long Way Around
The Police	Synchronicity II
Violeta Parra	Que dira el santo padre
The Academy Is...	Attention (Album Version)
Iration	Wat and See
The Prodigy	The Big Gundown
Darius Rucker	Learn To Live
Black Eyed Peas	Feel It
The New Pornographers	Go Places
Buckcherry	Sorry (Album Version)
